:ID;series:string
12702712;Workshops in Computing
12702713;Semantics Structures in Computation
12702714;Biosystems & Biorobotics
12702715;Advances in Group Decision and Negotiation
12702716;Springer Series in Synergetics
12702717;Communication and Cybernetics
12702718;Perspectives in Social Psychology
12702719;Interactive Modeling and Simulation in Business System Design
12702720;NATO Science Series
12702721;Outstanding Contributions to Logic
12702722;Logic and Integer Programming
12702723;Springer texts in business and economics
12702724;Formal Approaches to Computing and Information Technology (FACIT)
12702725;Texts and Monographs in Symbolic Computation
12702726;NATO ASI Series
12702727;Trends in Logic
12702728;Smart Sensors, Measurement and Instrumentation
12702729;Advanced Topics in Science and Technology in China
12702730;Integrated Series In Information Systems
12702731;Unsupervised and Semi-Supervised Learning
12702732;Internet of Things
12702733;Advances in computing science
12702734;Markt- und Unternehmensentwicklung / Markets and Organisations
12702735;International Series in Operations Research & Management Science
12702736;Texts and Monographs in Computer Science, Third Corrected Edition
12702737;Operations Research/Computer Science Interfaces Series
12702738;Integrated Series in Information Systems
12702739;Springer Texts in Statistics
12702740;Data Analytics
12702741;Studies in Neuroscience, Psychology and Behavioral Economics
12702742;Human-centred systems
12702743;The Graphics Gems Series
12702744;Notes and reports in mathematics in science and engineering
12702745;Advances in Experimental Social Psychology
12702746;Handbook of Perception and Cognition
12702747;Mathematical systems in economics
12702748;Systems
12702749;Schriftenreihe der Bundesanstalt für Arbeitsschutz
12702750;RCOST / Software Technology Series
12702751;Kluwer International Series in Engineering and Computer Science
12702752;Studies in Cognitive Systems
12702753;The International Series on Asian Studies in Computer and Information Science
12702754;The international series in engineering and computer science
12702755;Advances in Databases Systems
12702756;Addison-Wesley series in computer science / World student series edition
12702757;Proceedings of Machine Learning Research
12702758;CEUR Workshop Proceedings
12702759;Informatik Aktuell
12702760;Preprint
12702761;IFIP Conference Proceedings
12702762;IFIP Transactions
12702763;IFIP
12702764;EPiC Series in Computing
12702765;Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering
12702766;Bochumer Schriften zur parallelen Datenverarbeitung
12702767;Computing Supplement
12702768;Kalpa Publications in Computing
12702769;Electronic Notes in Theoretical Computer Science
12702770;OASIcs
12702771;ERCIM Workshop Proceedings
12702772;ACM International Conference Proceeding Series
12702773;LIPIcs
12702774;JMLR Workshop and Conference Proceedings
12702775;SPIE Proceedings
12702776;Proceedings in Information and Communications Technology
12702777;Berichte des German Chapter of the ACM
12702778;Procedia Computer Science
12702779;CRPIT
12702780;Current Issues in Linguistic Theory (CILT)
12702781;books@ocg.at
12702782;IFIP International Federation for Information Processing
12702783;Best Practices Series
12702784;Linköping Electronic Conference Proceedings
12702785;CTIT Workshop Proceedings
12702786;Dagstuhl Seminar Proceedings
12702787;Dagstuhl Follow-Ups
12702788;Informatik aktuell
12702789;Datalogiske Skrifter (Writings on Computer Science)
12702790;AAAI Technical Report
12702791;Mechanisms and Machine Science
12702792;Informatik-Berichte des IfI
12702793;Report
12702794;Lecture Notes in Engineering and Computer Science
12702795;Springer Proceedings in Advanced Robotics
12702796;BCS conference series
12702797;Agent-Based Social Systems
12702798;Fraunhofer-Verbund Verteidigungs- und Sicherheitsforschung VVS
12702799;Computer-Supported Collaborative Learning
12702800;IFIP - The International Federation for Information Processing
12702801;Annals of Computer Science and Information Systems
12702802;Schriftenreihe Informatik
12702803;DMTCS Proceedings
12702804;IfGIprints
12702805;GMD Report
12702806;Technical Report
12702807;The Kluwer International Series in Engineering and Computer Science 296
12702808;Fortschritte in der Wissensorganisation
12702809;Extraction des Connaissances et Apprentissage
12702810;Revue des Sciences et Technologies de l'Information - série RIA ECA
12702811;Proceedings of the International Astronomical Union
12702812;Proceedings of SPIE
12702813;Mathematik, Seminarbericht
12702814;Applied Logic Series
12702815;Topics in Computer Mathematics
12702816;Emergence, Complexity and Computation
12702817;Automated Reasoning Series
12702818;Texts in Logic and Games
12702819;Studies in Quantitative Linguistics
12702820;Menha Linguistics Series
12702821;NATO Security through Science Series D: Information and Communication Security
12702822;Discrete Mathematics and Theoretical Computer Science
12702823;Computing & Philosophy
12702824;Proceedings in Informatics
12702825;Informatik-Bericht
12702826;Algorithms for Intelligent Systems
12702827;Notes on Numerical Fluid Mechanics
12702828;Forschungsergebnisse zur Informatik
12702829;Molecular Modeling and Simulation
12702830;KIT Scientific Reports
12702831;CISM International Centre for Mechanical Sciences - Courses and Lectures
12702832;IFAC Proceedings Volumes
12702833;IFAC-PapersOnline
12702834;Beiträge zur Graphischen Datenverarbeitung
12702835;Australian Computer Science Communications
12702836;BCS Conference Series
12702837;NIST Special Publication
12702838;Technical Report Computer Science
12702839;CTIT Workshop Proceedings Series
12702840;Springer Proceedings in Mathematics and Statistics
12702841;IFAC-PapersOnLine
12702842;Ulmer Informatik-Berichte
12702843;INFSYS Research Report
12702844;Synthese Library
12702845;The Cambridge Series on Electronic Publishing
12702846;Lecture Notes in Educational Technology
12702847;Lecture Notes in Medical Informatics
12702848;Publications on Geodesy
12702849;TU Berlin, Fachbereich 13, Informatik, Bericht
12702850;CSE Technical Reports
12702851;IBaI Report
12702852;Trends in Functional Programming
12702853;Springer Proceedings in Complexity
12702854;DIMACS Series in Discrete Mathematics and Theoretical Computer Science
12702855;John von Neumann Institute for Computing Series
12702856;Advanced Database Research and Development Series
12702857;AAAI Workshops
12702858;Collection Didactique
12702859;Studia Informatica Universalis
12702860;Linköping Electronic Articles in Computer and Information Science
12702861;Scientific series of the ÖGAI
12702862;Bochumer Linguistische Arbeitsberichte
12702863;Studies in Logic
12702864;AFIPS Conference Proceedings
12702865;Eurographics
12702866;Nato Advanced Study Institutes Series
12702867;NATO ASI Series F: Computing and Systems Sciences
12702868;Focus on Computer Graphics
12702869;Series Bigre
12702870;Report de recerca
12702871;VDE-Fachbericht
12702872;Datalogiske Skrifter
12702873;Foundations of Genetic Algorithms
12702874;Arbeitspapiere der GMD
12702875;SEKI Working Paper
12702876;International Congress Series
12702877;Department of Computing Technical Report
12702878;Konstanzer Schriften in Mathematik und Informatik
12702879;Fachbereich Informatik
12702880;Preprints aus dem Institut für Informatik
12702881;Berichte
12702882;Informatik-Berichte TU Braunschweig
12702883;Universität Magdeburg, Forschungsbericht
12702884;Jeaner Schriften zur Mathematik und Informatik
12702885;Advances in Bioinformatics and Computational Biology
12702886;GMM-Fachbericht
12702887;Springer Proceedings in Mathematics & Statistics
12702888;Mathematical Research
12702889;EPiC Series
12702890;Schriftenreihe der Österreichischen Computer-Gesellschaft
12702891;Fakultät für Informatik Preprint
12702892;ACL Anthology
12702893;VDI-Berichte
12702894;Commentarii informaticae didacticae
12702895;Findings of ACL
12702896;NASA Conference Proceedings
12702897;Proceedings of the International Neural Networks Society
12702898;Lecture Notes in Information Systems and Organisation
12702899;Texts in Algorithmics
12702900;International Series in Intelligent Technologies
12702901;Concurrent Systems Engineering Series
12702902;Advances in Transdisciplinary Engineering
12702903;Proiceedings of the I-ESA Conferences
12702904;Proceedings of the I-ESA Conferences
12702905;Operations Research Proceedings
12702906;Lecture Notes in Operations Research
12702907;ACM International Conference Proceedings Series
12702908;Lero Technical Report
12702909;ICB Research Report
12702910;ICB-Research Report
12702911;Atlantis Studies in Uncertainty Modelling
12702912;Proc. Assoc. Inf. Sci. Technol.
12702913;Research Reports Esprit
12702914;Studientexte zur Sprachkommunikation
12702915;Electronic Workshops in Computing
12702916;World Scientific Proceedings Series on Computer Engineering and Informtion Science
12702917;DFKI Documents
12702918;AAAI Fall Symposium Series
12702919;URA-CNRS
12702920;Proceedings in Adaptation, Learning and Optimization
12702921;Berichte aus der Umweltinformatik
12702922;Advances in Data Base Theory
12702923;CRM Proceedings and Lecture Notes
12702924;Learning and Analytics in Intelligent Systems
12702925;BRICS Notes Series
12702926;The IBM Research Symposia Series
12702927;Language and Computers - Studies in Practical Linguistics
12702928;Antwerp papers in linguistics
12702929;MDPI Proceedings
12702930;CIM Series in Mathematical Sciences
12702931;Veröffentlichungen der Universitäsbibliothek Essen
12702932;SEA-Publications
12702933;Mathematical Centre Tracts
12702934;Edition Versal
12702935;Schriften zur Wirtschaftsinformatik
12702936;Xpert.Press
12702937;Berichte aus der Kommunikationstechnik
12702938;Bildwissenschaft
12702939;Studien zur Mustererkennung
12702940;Dissertations in artificial intelligence
12702941;BRICS Dissertation Series
